p100,p90,p30
960195eba4a07b804c,960195eba4a07b804c,960195eba4a07b804c
7a0b1465aee0035438,7a0b1465aee0035438,7a0b1465aee0035438
740997b6fadf35975c,740997b6fadf35975c,740997b6fadf35975c
a865bb2f897e6e3e85,a865bb2f897e6e3e85,a865bb2f897e6e3e85
a73535c65875aee97d,a73535c65875aee97d,c4bf23baf887029842
2a6f44a207fdbd7c98,2a6f44a207fdbd7c98,eeb50fdd6f47cfa9ae
daf58bf77b3642ba7f,daf58bf77b3642ba7f,1f4bb86a9be3d47cfd
a2231a5565a20a71b0,daf58bf77b3642ba7f,1f4bb86a9be3d47cfd
3697b84f683dfa0b22,daf58bf77b3642ba7f,1f4bb86a9be3d47cfd
a4c62795a53197c686,a4c62795a53197c686,d97bd10c343c3dd2e4
2119070f6f24a24c95,2119070f6f24a24c95,457d0808359cc61042
42e1fc5e687c672fd4,2119070f6f24a24c95,457d0808359cc61042
d2496d7ada97954e76,2119070f6f24a24c95,457d0808359cc61042
f3133f0c085e97fdc7,2119070f6f24a24c95,457d0808359cc61042
d92d5f01a29663ded2,2119070f6f24a24c95,457d0808359cc61042
bf68a25a64dd7a4d8c,2119070f6f24a24c95,457d0808359cc61042
68c47434f8356f6336,2119070f6f24a24c95,457d0808359cc61042
24d35928a8bcb36284,2119070f6f24a24c95,457d0808359cc61042
8d140d29fb2f651417,2119070f6f24a24c95,457d0808359cc61042
2351401fac03d94a79,2119070f6f24a24c95,457d0808359cc61042
32db8dbe29c40151c9,2119070f6f24a24c95,457d0808359cc61042
698002a747a3b44e5b,2119070f6f24a24c95,457d0808359cc61042
8253be3705d725c2af,2119070f6f24a24c95,457d0808359cc61042
122b801e8f6e4b54e7,2119070f6f24a24c95,457d0808359cc61042
2f927620b869f5da75,2119070f6f24a24c95,457d0808359cc61042
c3614369ae76031142,2119070f6f24a24c95,457d0808359cc61042
e841bebf9af1784f1b,2119070f6f24a24c95,457d0808359cc61042
4b8016332e9f7d9f2f,2119070f6f24a24c95,457d0808359cc61042
1ff4358b268765f0d6,2119070f6f24a24c95,457d0808359cc61042
98e79414f2c5f84b56,2119070f6f24a24c95,457d0808359cc61042
691b002ba50cc8c484,2119070f6f24a24c95,457d0808359cc61042
028a241f0427cf53cf,2119070f6f24a24c95,457d0808359cc61042
874751acb502a57a2b,2119070f6f24a24c95,457d0808359cc61042
c0497de7883a3a4069,2119070f6f24a24c95,457d0808359cc61042
de1673285e105fa4b1,2119070f6f24a24c95,457d0808359cc61042
dda1ac1e2c88a9c208,2119070f6f24a24c95,457d0808359cc61042
9c7d995209856540b5,2119070f6f24a24c95,457d0808359cc61042
22ddabdd101e0fb68d,2119070f6f24a24c95,457d0808359cc61042
051b3ba92b49da73bd,2119070f6f24a24c95,457d0808359cc61042
de5088d2a45b512215,2119070f6f24a24c95,457d0808359cc61042
8818a8218cc3ab4bca,2119070f6f24a24c95,457d0808359cc61042
e24af1d4ae90381506,2119070f6f24a24c95,457d0808359cc61042
5becc56d8695acc91b,2119070f6f24a24c95,457d0808359cc61042
8ca44a2579fbdb3a7d,2119070f6f24a24c95,457d0808359cc61042
a60a8fa079c744d7ad,2119070f6f24a24c95,457d0808359cc61042
ed01b457e762a629d5,2119070f6f24a24c95,457d0808359cc61042
5788a91e15aadf0f3b,2119070f6f24a24c95,457d0808359cc61042
d86436ea2251a97525,2119070f6f24a24c95,457d0808359cc61042
9998dbce91cf9be175,2119070f6f24a24c95,457d0808359cc61042
7e691152c5c1dcbb25,2119070f6f24a24c95,457d0808359cc61042
161ce6f348bde9bf86,2119070f6f24a24c95,457d0808359cc61042
4c96ec3a5437223d6d,2119070f6f24a24c95,457d0808359cc61042
788645cb0378bce7c4,2119070f6f24a24c95,457d0808359cc61042
b177904f21381db9eb,b177904f21381db9eb,70dd618387489ce97f
0066e04306da4545d5,0066e04306da4545d5,70dd618387489ce97f
7daebccd7f493cd988,7daebccd7f493cd988,9770972344a5d1929b
865a3810e9f0f9146f,865a3810e9f0f9146f,865a3810e9f0f9146f
5d216d138b91d74fa3,5d216d138b91d74fa3,5d216d138b91d74fa3
5d9149ca9026d91532,5d216d138b91d74fa3,5d216d138b91d74fa3
d69229603343822b03,5d216d138b91d74fa3,5d216d138b91d74fa3
71ddc66dd831979978,5d216d138b91d74fa3,5d216d138b91d74fa3
a77207a613890c606b,5d216d138b91d74fa3,5d216d138b91d74fa3
0724f2297caa9e07aa,0724f2297caa9e07aa,29656abf087822de85
a2996888067501b1f0,a2996888067501b1f0,a2996888067501b1f0
27e3127578159ce0fb,a2996888067501b1f0,a2996888067501b1f0
a0a828853e56c041ca,a0a828853e56c041ca,37d8dbf1908a637761
758a41939de2459a47,a0a828853e56c041ca,37d8dbf1908a637761
8d0677bb0ed8f750b2,8d0677bb0ed8f750b2,133f29ff7b228e686e
47a21012159e133326,8d0677bb0ed8f750b2,133f29ff7b228e686e
14f743ee73db238f21,14f743ee73db238f21,14f743ee73db238f21
2b7300846cea0e6b18,2b7300846cea0e6b18,734ba4fef17f2229e1
e87d4bdbb831f74540,e87d4bdbb831f74540,9ed656138a8ce27c9e
67c5b7be7110ba219f,67c5b7be7110ba219f,826f17cfbe4dbf6a6f
ed5c693e30f454fb53,ed5c693e30f454fb53,826f17cfbe4dbf6a6f
6b85033455b3cf5c19,6b85033455b3cf5c19,e9a37cae913de026d2
f7794c04c0bdee0573,f7794c04c0bdee0573,f7794c04c0bdee0573
1d373cdafd854ed997,1d373cdafd854ed997,059a5ad54578781a59
5793a22baf91980ba0,5793a22baf91980ba0,74a4f8e06d140be464
81b92072a52a6543a8,81b92072a52a6543a8,630651821b4f022c26
0a4d71850cfc0acbf6,0a4d71850cfc0acbf6,41f80b3f26f366922a
62584e79ed645e79b2,62584e79ed645e79b2,62584e79ed645e79b2
1b87f1fb98c5129c8e,1b87f1fb98c5129c8e,56673b09e11b81f998
359987e94490497ef8,359987e94490497ef8,17b2d14ac1c3ef59fe
d321e526990540b4ef,d321e526990540b4ef,140a1dcd5b1d8f1325
942d946217547732a2,d321e526990540b4ef,140a1dcd5b1d8f1325
b0269da46d0ad93899,d321e526990540b4ef,140a1dcd5b1d8f1325
1528b0a4d6d69087fd,d321e526990540b4ef,140a1dcd5b1d8f1325
ac1e245721240e145a,ac1e245721240e145a,40939e81e46fd99d5c
86795154b3d3c95983,ac1e245721240e145a,40939e81e46fd99d5c
78827a13abb702a2a8,78827a13abb702a2a8,a5c6444164e1be6c54
2034838a3d74c9323e,78827a13abb702a2a8,a5c6444164e1be6c54
5e701f3366bf84cdc5,78827a13abb702a2a8,a5c6444164e1be6c54
565570276c67e9fea8,565570276c67e9fea8,565570276c67e9fea8
a63c164087dc42b77c,a63c164087dc42b77c,a63c164087dc42b77c
df4b9ede96c44cda83,df4b9ede96c44cda83,acb31c4c6a337b5414
7caed1be620fb1afff,7caed1be620fb1afff,997c86822b098efc7a
d2a22253b8f4c9262b,7caed1be620fb1afff,997c86822b098efc7a
19be1b92e1a87d867c,7caed1be620fb1afff,997c86822b098efc7a
0363f8d94e35b45a8e,7caed1be620fb1afff,997c86822b098efc7a
89ff279b6c03c899c1,7caed1be620fb1afff,997c86822b098efc7a
d99190115c8f9a8e7d,7caed1be620fb1afff,997c86822b098efc7a
a20c679a7439a1d279,7caed1be620fb1afff,997c86822b098efc7a
7019639a34fa34e2fa,7caed1be620fb1afff,997c86822b098efc7a
7a6b758318564639ad,7caed1be620fb1afff,997c86822b098efc7a
d5c78469b92dbc92fd,7caed1be620fb1afff,997c86822b098efc7a
02c7dde1594008daa8,7caed1be620fb1afff,997c86822b098efc7a
a3f13d4ccb5e8b1f5f,a3f13d4ccb5e8b1f5f,ebf13701f54ceb5481
cce72cb26a10efc4cd,cce72cb26a10efc4cd,23118ace18a9151709
861b762342d0dd437b,861b762342d0dd437b,03ea044b446768b590
5f3da6707436e695f8,5f3da6707436e695f8,5f3da6707436e695f8
fe09ae2e4e3c3fd72d,fe09ae2e4e3c3fd72d,f0dcaeaf9c03eec21b
99f7621d12f2f5c063,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
1b105efdf4026f979f,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
7100f6a59f313069b1,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
293ff07cef74612c15,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
58efdf33c802596d90,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
2e0f0ddd023d30cc08,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
07f1d706c0f312d74e,99f7621d12f2f5c063,d7f92c9c2a9d479e0b
6740de42a5cbb5c519,6740de42a5cbb5c519,6740de42a5cbb5c519
f50262363ef6cb7c3b,f50262363ef6cb7c3b,f50262363ef6cb7c3b
f6eddc3519978c6150,f6eddc3519978c6150,35c56eb297168de375
d6fb4c9b63ebad3196,d6fb4c9b63ebad3196,c2ec8c68020319df09
213752cfe45a1b6e42,213752cfe45a1b6e42,005a7a2b231f8cc758
8d45f634e68eba2806,8d45f634e68eba2806,005a7a2b231f8cc758
20e70081d7fe41b7f8,20e70081d7fe41b7f8,005a7a2b231f8cc758
7d841eca0682db015b,7d841eca0682db015b,7d841eca0682db015b
5754508eb7373ce850,5754508eb7373ce850,5754508eb7373ce850
bb4af9b2633fb8ea80,5754508eb7373ce850,5754508eb7373ce850
738cc1d733d1fd776e,5754508eb7373ce850,5754508eb7373ce850
bfc4fed8c58367a5cf,5754508eb7373ce850,5754508eb7373ce850
a867a61ab4197d88a6,5754508eb7373ce850,5754508eb7373ce850
01c6ed861aedfc5d8b,5754508eb7373ce850,5754508eb7373ce850
f3b337328db7d7a0d7,5754508eb7373ce850,5754508eb7373ce850
bec31527f328ce2d59,5754508eb7373ce850,5754508eb7373ce850
a44363f4ab177db909,a44363f4ab177db909,7f11c95c48b3c5026c
64e0f47655d0c34899,64e0f47655d0c34899,7f11c95c48b3c5026c
4b1a754117e8bf2248,64e0f47655d0c34899,7f11c95c48b3c5026c
24a6b27e0d01ab6253,64e0f47655d0c34899,7f11c95c48b3c5026c
990605bef7deb297bc,64e0f47655d0c34899,7f11c95c48b3c5026c
448ae80750b3b0574d,448ae80750b3b0574d,5a0d9329009dfa2388
ed7bffadcc121cda22,ed7bffadcc121cda22,5a0d9329009dfa2388
ec7afc7beb001be9e4,ec7afc7beb001be9e4,eea8e070394067fd25
1201b2958cc566e414,ec7afc7beb001be9e4,eea8e070394067fd25
43e39bf9d949cf4117,ec7afc7beb001be9e4,eea8e070394067fd25
341edd8ea90c14be1a,ec7afc7beb001be9e4,eea8e070394067fd25
32353d55061f058eb6,ec7afc7beb001be9e4,eea8e070394067fd25
5f2915d5654ad455a2,ec7afc7beb001be9e4,eea8e070394067fd25
d493ca823d41bd2793,ec7afc7beb001be9e4,eea8e070394067fd25
3931adf5b04b6bac90,ec7afc7beb001be9e4,eea8e070394067fd25
9dba506b4c4852c234,ec7afc7beb001be9e4,eea8e070394067fd25
041c76c940c9c6fa39,ec7afc7beb001be9e4,eea8e070394067fd25
c85b98cd6834141305,c85b98cd6834141305,de0b5ae72aea3edd19
fecc8afa321be5da28,fecc8afa321be5da28,fecc8afa321be5da28
2594d24b9446709bb5,2594d24b9446709bb5,2594d24b9446709bb5
598169f50cddb65e90,598169f50cddb65e90,598169f50cddb65e90
cabcb385543f036684,cabcb385543f036684,10478796912c2d6aae
af5083757a94196d7b,af5083757a94196d7b,af5083757a94196d7b
ea593a8d8ee51368b9,ea593a8d8ee51368b9,f7cec1a74843be566f
a44eb73500318fb707,a44eb73500318fb707,60f8c316c38812d901
7274f2946b43ba76e6,7274f2946b43ba76e6,7274f2946b43ba76e6
59b96835e09714446c,59b96835e09714446c,cb925ee668d0c599b8
705013652393f9fbd7,705013652393f9fbd7,705013652393f9fbd7
d78250ed6a36d6e182,d78250ed6a36d6e182,d78250ed6a36d6e182
78056cd50b9c5f7c1f,78056cd50b9c5f7c1f,78056cd50b9c5f7c1f
d1754577e32ef0a1ea,d1754577e32ef0a1ea,23f5f640a5a31aa355
6b965eed6cf2c629dc,6b965eed6cf2c629dc,6b965eed6cf2c629dc
cce89af2e2c24837e4,cce89af2e2c24837e4,d02c9bd73928489e32
ae52cbe0f25cfa252f,cce89af2e2c24837e4,d02c9bd73928489e32
15a35268d907a0fb38,15a35268d907a0fb38,9022430cb3bb6fa729
9565fefa15b0ff8d1d,15a35268d907a0fb38,9022430cb3bb6fa729
3e354acfccbe452a1f,3e354acfccbe452a1f,de0b5ae72aea3edd19
0f93e4083894df999a,3e354acfccbe452a1f,de0b5ae72aea3edd19
b26f5f183745ef762c,b26f5f183745ef762c,b26f5f183745ef762c
61fd50721d74b061ca,61fd50721d74b061ca,d93af7784b2fca8f56
35adb32b499b0e2e4c,35adb32b499b0e2e4c,35adb32b499b0e2e4c
f37dc5ee5bee4f121c,f37dc5ee5bee4f121c,75c8bec65c8d97f8e2
cd23995bc6c63b7979,cd23995bc6c63b7979,1ae3f5917bbcaea0cb
5c3cbb59cfe883b955,5c3cbb59cfe883b955,cfb9dd58c672860e82
c1bd34d83b111e3d4a,c1bd34d83b111e3d4a,c1bd34d83b111e3d4a
ab27c35f5ccfbd9d9c,ab27c35f5ccfbd9d9c,186d320a230fe3407e
d905351db68b689cd8,d905351db68b689cd8,d905351db68b689cd8
4cb150166bcd286978,4cb150166bcd286978,4cb150166bcd286978
2257b1022b7e2d229a,2257b1022b7e2d229a,b3e95a03f132e56cf7
4ad6bbad809a2edff4,2257b1022b7e2d229a,b3e95a03f132e56cf7
f1d4dca1e1ac783937,f1d4dca1e1ac783937,cfb9dd58c672860e82
0d760ea38dc7005276,0d760ea38dc7005276,0d760ea38dc7005276
0a457ab4763ac3aa56,0a457ab4763ac3aa56,0a457ab4763ac3aa56
0a61c43346e4ec115f,0a61c43346e4ec115f,5f34c807b045046d9e
48a9d6c93bf39d33d5,48a9d6c93bf39d33d5,48a9d6c93bf39d33d5
c6017e74eb4023560a,48a9d6c93bf39d33d5,48a9d6c93bf39d33d5
59501dc354c92dc550,48a9d6c93bf39d33d5,48a9d6c93bf39d33d5
afab98bc91a8121c13,afab98bc91a8121c13,140f2e62431113fdf9
bc8234db0c489d778d,afab98bc91a8121c13,140f2e62431113fdf9
2ae3975d851fb421c8,2ae3975d851fb421c8,140f2e62431113fdf9
a68a27b0d846dc47da,2ae3975d851fb421c8,140f2e62431113fdf9
88a960d4f23480612c,88a960d4f23480612c,140f2e62431113fdf9
33c6119bb9c55acfb6,33c6119bb9c55acfb6,33c6119bb9c55acfb6
452f2671edfc620752,452f2671edfc620752,2e8e4d11a374955d18
23201bc94372777c33,452f2671edfc620752,2e8e4d11a374955d18
810107e992ced84e57,810107e992ced84e57,810107e992ced84e57
f91743c8e007544ac5,f91743c8e007544ac5,ccfef65ecaa39f3719
20a5817fe3782e13d5,20a5817fe3782e13d5,1762baa09ca4ab43fe
900ed1de42cb09306a,900ed1de42cb09306a,900ed1de42cb09306a
02d1242d4f1a5e9b54,02d1242d4f1a5e9b54,02d1242d4f1a5e9b54
34ba34f51871038816,34ba34f51871038816,34ba34f51871038816
9504e74a7c5cc8fa9c,9504e74a7c5cc8fa9c,47d276e05c876a6ac6
88152d11a97ee8eb3d,9504e74a7c5cc8fa9c,47d276e05c876a6ac6
163f9e09da08472cdd,9504e74a7c5cc8fa9c,47d276e05c876a6ac6
1ba1a301bbcfa470ba,9504e74a7c5cc8fa9c,47d276e05c876a6ac6
5cc7a2a2f8a3d28890,5cc7a2a2f8a3d28890,7da2eb4effca0fec7b
5b6b1b285f8d51d59d,5b6b1b285f8d51d59d,c2e23b4a691d911321
8c3ad99cb209f43f1c,5b6b1b285f8d51d59d,c2e23b4a691d911321
626f696c052d651a18,626f696c052d651a18,626f696c052d651a18
bad2a51ccdaefd31eb,bad2a51ccdaefd31eb,afd0cc9d51fe14336b
b2ecf253e80e89969c,b2ecf253e80e89969c,4431bb3edd4691b8fb
5c89a4b2855d5043f0,5c89a4b2855d5043f0,356c627c2895234e69
0cdd3c4c2b0cd4d823,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
3278c34633cb4b0a4a,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
3b23874f9d8645f453,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
75e7e0410dd951ffe8,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
4842e894b388ffe531,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
1cffa75e43487ae617,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
3d8485b7468a5e3141,0cdd3c4c2b0cd4d823,0665eace114dba1bb0
ccb20efe39aebeaa94,ccb20efe39aebeaa94,ccb20efe39aebeaa94
91847410b9ef5fbd0f,91847410b9ef5fbd0f,91847410b9ef5fbd0f
2fa98507005a66a77a,91847410b9ef5fbd0f,91847410b9ef5fbd0f
39f43e7cff3911e692,39f43e7cff3911e692,fe84e735472d5fe770
a12af9e74963c7eea6,a12af9e74963c7eea6,a12af9e74963c7eea6
c5b71e6b6de1b9576b,a12af9e74963c7eea6,a12af9e74963c7eea6
63663849eb432353f6,63663849eb432353f6,63663849eb432353f6
bebb895ee66aa52005,bebb895ee66aa52005,4af7b1d19135d506cf
f8460753730b69d906,bebb895ee66aa52005,4af7b1d19135d506cf
71c767e90760fcb575,bebb895ee66aa52005,4af7b1d19135d506cf
56faabd223888df7e6,56faabd223888df7e6,56faabd223888df7e6
1946c859b7c31b5493,56faabd223888df7e6,56faabd223888df7e6
bf26933b9ced6b2151,bf26933b9ced6b2151,137bdc8cfbaa58dae4
973690f0c06c7dc86e,bf26933b9ced6b2151,137bdc8cfbaa58dae4
79f4cf971bc0474465,bf26933b9ced6b2151,137bdc8cfbaa58dae4
b41cdb0218a7c5c370,bf26933b9ced6b2151,137bdc8cfbaa58dae4
8d77c0e3c2ec9b8165,8d77c0e3c2ec9b8165,8d77c0e3c2ec9b8165
5692b1151c110a3dbb,5692b1151c110a3dbb,0e00d7e61dfb26c9b2
0e00d7e61dfb26c9b2,0e00d7e61dfb26c9b2,0e00d7e61dfb26c9b2
683eeaa9ea69302ad4,683eeaa9ea69302ad4,0e00d7e61dfb26c9b2
2872e08787631c392b,683eeaa9ea69302ad4,0e00d7e61dfb26c9b2
bf5c981c132c3c3def,bf5c981c132c3c3def,bf5c981c132c3c3def
c8021292dcbacf95b8,c8021292dcbacf95b8,bf5c981c132c3c3def
45d1b4a68cbe61d8b8,45d1b4a68cbe61d8b8,4af7b1d19135d506cf
7f696a9320d1ff7797,7f696a9320d1ff7797,4af7b1d19135d506cf
cdc3f8133ae11e2e68,cdc3f8133ae11e2e68,0e00d7e61dfb26c9b2
e0696c08324427e02a,e0696c08324427e02a,db9f4710a3ae97c30e
3e914f9c751967532f,3e914f9c751967532f,3e914f9c751967532f
25bba6a8047ed8fb79,25bba6a8047ed8fb79,25bba6a8047ed8fb79
1cb6f1956e5f79052b,25bba6a8047ed8fb79,25bba6a8047ed8fb79
6d44d653a8aaa732b9,6d44d653a8aaa732b9,d202d7d2a41bf4dd23
3fa740f8a360982145,3fa740f8a360982145,3fa740f8a360982145
260e9bd2157766039e,260e9bd2157766039e,260e9bd2157766039e
6144f035494555dbf6,260e9bd2157766039e,260e9bd2157766039e
2146c6da8077c9e2da,2146c6da8077c9e2da,2146c6da8077c9e2da
a7b621bfd7664d4b4d,a7b621bfd7664d4b4d,470828588f90164937
001c8d8b250541ea33,001c8d8b250541ea33,001c8d8b250541ea33
20d59cb1157819c4d6,20d59cb1157819c4d6,46858ea550f2e79980
ebbc0a13a35e4e999f,ebbc0a13a35e4e999f,80a4bb72985067996c
1f765efbc7b2450465,1f765efbc7b2450465,1f765efbc7b2450465
bbcdbff88e32ba3df1,bbcdbff88e32ba3df1,bbcdbff88e32ba3df1
812fb8d39456cdb227,812fb8d39456cdb227,9b03463365e497480c
d260912be4533b9d3b,d260912be4533b9d3b,ad82ac7fc30202720b
60e12fea7b6685ed5a,d260912be4533b9d3b,ad82ac7fc30202720b
104af3c2a5c237c75c,d260912be4533b9d3b,ad82ac7fc30202720b
6b8d08f733e9508ee4,d260912be4533b9d3b,ad82ac7fc30202720b
715de09a7d7c9394a6,d260912be4533b9d3b,ad82ac7fc30202720b
98fb72d48c8f230882,d260912be4533b9d3b,ad82ac7fc30202720b
495e0bdcbd16848b76,d260912be4533b9d3b,ad82ac7fc30202720b
562b4113e0e23884fc,d260912be4533b9d3b,ad82ac7fc30202720b
b03b736ba7fa1a61e4,b03b736ba7fa1a61e4,b03b736ba7fa1a61e4
6804475efa0b9cbe3e,6804475efa0b9cbe3e,6804475efa0b9cbe3e
56567af06d6c46663c,56567af06d6c46663c,56567af06d6c46663c
aa934ccbfa4d5f7532,aa934ccbfa4d5f7532,aa91de0626bd4db199
c49211e38b0e62c9a8,c49211e38b0e62c9a8,0bdd54a8e19513dc8f
88d2719d514d099da3,88d2719d514d099da3,db1edc7bf1e0da0961
5c95ebe20e3e9742c5,5c95ebe20e3e9742c5,dbdc226f8489be64e6
0bb6d1036c0d599291,0bb6d1036c0d599291,0bb6d1036c0d599291
c4441d4ab7cd0d1944,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
1bf3a892666a42a137,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
6561b79ebfa12987a9,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
99d5aea3a2ce39ab0e,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
bcc8aeed4504cf21a4,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
264e63800c74c4f35c,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
dc0096b3d4ae998993,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
f8786a13cf2917a308,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
f20fd42c05da0a7e05,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
0c30381db2a0f89295,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
f5ee2c022f0a88f4bd,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
16d764588656a6b640,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
fe1b793ac84916bd81,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
447d80965f68971119,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
606d2d06bf2ce3b446,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
ce2527a72a08cde694,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
b772ce444d88c4a542,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
7a9ea379ecaf2ea901,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
18582760716828993f,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
0f9760b5acfce81a28,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
fc0678d4f3effa63f6,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
02ace0cdeca1a60a3d,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
587ad42246c72fcc3a,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
536542bca7a951cb56,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
df602c06e0b8d44e45,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
f40f53b8114f903322,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
3dca4115153e4f3718,c4441d4ab7cd0d1944,d79a65d1b3f8c1dea9
65c4a2f74f954b3e52,65c4a2f74f954b3e52,65c4a2f74f954b3e52
6546e855e9fa181826,6546e855e9fa181826,86bf71d0ea763f5a2e
f51623108fda0fb992,6546e855e9fa181826,86bf71d0ea763f5a2e
bdd90d60a4ad726a45,bdd90d60a4ad726a45,bdd90d60a4ad726a45
834c14dc34c883c008,bdd90d60a4ad726a45,bdd90d60a4ad726a45
ae4deb6eeb8ebf12f0,bdd90d60a4ad726a45,bdd90d60a4ad726a45
a31ff7f869a671c6cd,bdd90d60a4ad726a45,bdd90d60a4ad726a45
9a613f4880c7c6dd03,bdd90d60a4ad726a45,bdd90d60a4ad726a45
77016c00e5b68898f7,bdd90d60a4ad726a45,bdd90d60a4ad726a45
92e3d25a965e3d6f1b,bdd90d60a4ad726a45,bdd90d60a4ad726a45
2766a632990ab15b80,bdd90d60a4ad726a45,bdd90d60a4ad726a45
1dddcaef2c90abb7b7,1dddcaef2c90abb7b7,8ab71481dc19eb7633
9d19c8713525401952,9d19c8713525401952,d7b2e7c710f05adffe
9313a92376215825a3,9d19c8713525401952,d7b2e7c710f05adffe
e7d321b290a3f57921,e7d321b290a3f57921,56d2a32e01a165d6fe
dcf82f89d81ea9e953,e7d321b290a3f57921,56d2a32e01a165d6fe
43fb5cd2254e2f5173,43fb5cd2254e2f5173,e5f4d86241bb586f98
27d5ae57a5ff2c7aef,27d5ae57a5ff2c7aef,e5f4d86241bb586f98
ec6630078ba638274c,ec6630078ba638274c,f37add29f125ecbefd
b56d5c2b1366ee6e25,ec6630078ba638274c,f37add29f125ecbefd
51548e777ad8808c55,51548e777ad8808c55,613dfb04a622c25b50
bf169b5a20d07ccacc,bf169b5a20d07ccacc,bf169b5a20d07ccacc
4db2794f8ce4ea7314,4db2794f8ce4ea7314,eff28f5436b47ba1d4
ea4f39f1fac56cf759,ea4f39f1fac56cf759,ea4f39f1fac56cf759
d6c6fed6b107db447e,d6c6fed6b107db447e,a0afa2fdb2db627661
5de261181f2eb81245,d6c6fed6b107db447e,a0afa2fdb2db627661
a221d0346eaee786a0,d6c6fed6b107db447e,a0afa2fdb2db627661
cf0d0c87ef308bf951,cf0d0c87ef308bf951,cf0d0c87ef308bf951
f5ca3552a8c94a2242,f5ca3552a8c94a2242,f5ca3552a8c94a2242
b37c70365470bc5454,b37c70365470bc5454,5d7f71b3925cc262eb
c07909153b3cd8c110,c07909153b3cd8c110,c07909153b3cd8c110
5524e9f940e305123e,5524e9f940e305123e,5524e9f940e305123e
bebba73b0310c115ec,bebba73b0310c115ec,c63a39eabb5312d3a5
1145ffab73aabe9b25,bebba73b0310c115ec,c63a39eabb5312d3a5
76406aee015759e0b2,bebba73b0310c115ec,c63a39eabb5312d3a5
ffc043d403d442cfb4,bebba73b0310c115ec,c63a39eabb5312d3a5
623eb911626134348a,bebba73b0310c115ec,c63a39eabb5312d3a5
6141ddee528c407de2,bebba73b0310c115ec,c63a39eabb5312d3a5
ca9b9b35188d163ece,ca9b9b35188d163ece,ca9b9b35188d163ece
d52788463e03c3a8b2,d52788463e03c3a8b2,ac69780e93913249a0
ec7f252d973bd9d095,ec7f252d973bd9d095,bc8c07c9c0858a6045
07f12d80771d9f6095,ec7f252d973bd9d095,bc8c07c9c0858a6045
5cde6566e3a8c5907f,5cde6566e3a8c5907f,372a68ef4199cb6aad
f8cb8b7108e958bc8b,5cde6566e3a8c5907f,372a68ef4199cb6aad
5222d9f0c63dca465f,5cde6566e3a8c5907f,372a68ef4199cb6aad
7936e44f25266ee669,5cde6566e3a8c5907f,372a68ef4199cb6aad
da536cb5021479938a,5cde6566e3a8c5907f,372a68ef4199cb6aad
cad2a7fbe6458c4f6a,5cde6566e3a8c5907f,372a68ef4199cb6aad
3ca56a8a77de973b81,5cde6566e3a8c5907f,372a68ef4199cb6aad
8b4edd520fb577e5e7,8b4edd520fb577e5e7,8b4edd520fb577e5e7
7bba28234e9c12145d,7bba28234e9c12145d,f1413f4374a5ff5f47
f1413f4374a5ff5f47,f1413f4374a5ff5f47,f1413f4374a5ff5f47
bebe420cb14c31c8a1,bebe420cb14c31c8a1,29035f657b4bf2879b
9da8b654029b0ed8d7,9da8b654029b0ed8d7,56461bdb476e31f72a
e6bd596e397c52afbb,e6bd596e397c52afbb,e6bd596e397c52afbb
